e_score,s_score,g_score,total_score,doc_vector
4.05,14.52,11.57,30.15,"[-2.0559580326080322, 0.17234216630458832, -0.21318021416664124, -2.220402240753174, 3.2721307277679443, -3.0365631580352783, 2.4613840579986572, 3.8161768913269043, -3.0410735607147217, 5.2599334716796875, 0.8596799969673157, 1.359981894493103, -2.9910354614257812, 1.9848207235336304, 1.1542223691940308, -2.3960378170013428, 0.5848886370658875, 3.917691469192505, -1.5171211957931519, -0.05407722666859627, -0.6675217747688293, -1.3848094940185547, -1.7970247268676758, -2.5843801498413086, 0.644648551940918, -0.3924584686756134, -0.20829960703849792, 0.3793095052242279, 0.5182420015335083, -2.8343780040740967, 1.2117252349853516, 2.284184455871582, -1.6613361835479736, -3.2387092113494873, -1.6329177618026733, 1.6707843542099, 0.22980444133281708, -2.1375064849853516, -1.525967001914978, -2.996975898742676, -1.163465976715088, 0.8690085411071777, 0.2300344705581665, 2.280923366546631, 1.7312073707580566, 4.3479838371276855, 3.3104963302612305, 0.9260719418525696, 2.429995536804199, 0.4377605617046356]"
2.51,5.92,4.56,13.04,"[0.21934017539024353, 2.0737948417663574, -0.20718076825141907, 2.996222734451294, -1.1733365058898926, 0.2990175187587738, -4.813719749450684, -2.7270729541778564, -3.45293927192688, 2.3220880031585693, 3.860525369644165, -0.599376916885376, -0.828045129776001, -3.0164690017700195, -0.00015766851720400155, 4.690128803253174, -3.1702518463134766, 4.6646552085876465, 0.5952253937721252, -1.0643649101257324, 1.465120553970337, -0.0153092872351408, 2.2906718254089355, -3.4442577362060547, -1.2126120328903198, -2.8877367973327637, 1.556694507598877, -3.936573028564453, 2.432223081588745, -2.4493165016174316, 0.8895825743675232, 1.9968998432159424, -1.888102412223816, -0.790541410446167, 3.797884702682495, -3.7143874168395996, -1.915560245513916, -5.035435199737549, 0.8914320468902588, -1.3243727684020996, -1.5953469276428223, -2.538470983505249, -1.9505232572555542, -1.8831846714019775, -0.881125807762146, -1.8493242263793945, -4.713347434997559, -4.210792541503906, 1.8783451318740845, -2.5383241176605225]"
2.56,5.58,4.65,12.8,"[-0.7460872530937195, 0.9885281324386597, 0.544676661491394, 3.305549383163452, 0.3206866383552551, -0.35815972089767456, -3.2860171794891357, -1.0099984407424927, -3.3728878498077393, 2.7367377281188965, 3.0824835300445557, -0.335837721824646, -0.10928497463464737, -3.7175798416137695, -1.0113470554351807, 4.802919864654541, -2.977762222290039, 4.956748962402344, 0.7445303201675415, -0.2663113474845886, 0.7021101713180542, 0.15322422981262207, 1.5619895458221436, -2.428055763244629, -0.3152213990688324, -3.2142958641052246, 1.1609021425247192, -3.603545904159546, 3.966264247894287, -2.6847424507141113, 0.9813519716262817, 0.31264063715934753, -1.2165625095367432, -1.1010704040527344, 3.1979918479919434, -3.2654287815093994, -1.6085814237594604, -4.437270164489746, -0.3743151128292084, -1.528457522392273, -0.39355045557022095, -3.104731798171997, -1.6250975131988525, -2.7491774559020996, -1.285001277923584, -1.3973093032836914, -4.832695960998535, -3.641195774078369, 1.523463249206543, -1.114882230758667]"
2.36,5.03,4.48,11.87,"[0.12459863722324371, 1.2546552419662476, -0.6890410780906677, 2.665449619293213, 0.4440481960773468, -0.4162590205669403, -3.8743796348571777, -2.0709071159362793, -3.1237502098083496, 2.715446949005127, 2.561899423599243, -0.39774495363235474, -0.6656266450881958, -2.923844575881958, -0.4835117757320404, 4.755977153778076, -2.8756635189056396, 4.691837310791016, 0.33398690819740295, -0.5333554744720459, 0.5680828094482422, -0.707349956035614, 1.7409268617630005, -2.499361276626587, -1.6800864934921265, -2.44109845161438, 0.04645735025405884, -3.642165184020996, 3.348717451095581, -1.817858338356018, 1.0822503566741943, 0.029545821249485016, -1.6340391635894775, -1.0769920349121094, 3.356461763381958, -2.394115686416626, -1.5578168630599976, -4.465634822845459, 0.18831440806388855, -0.9094390273094177, -0.8596041798591614, -1.8808680772781372, -0.6977503895759583, -2.393589496612549, -1.3125189542770386, -1.6303120851516724, -4.873013019561768, -4.569227695465088, 0.33449238538742065, -1.2092841863632202]"
2.66,4.81,4.66,12.13,"[0.42383888363838196, 1.3452720642089844, -0.46357375383377075, 2.717813491821289, 0.267478346824646, -0.12835808098316193, -3.9838356971740723, -2.4939754009246826, -2.8967504501342773, 2.396449565887451, 3.1706936359405518, -0.07347343116998672, -0.33674687147140503, -2.7021121978759766, -0.4590824842453003, 4.729045867919922, -2.6877381801605225, 4.661331653594971, 0.5281439423561096, -0.3940519690513611, 1.2276911735534668, -0.4517640173435211, 1.3713735342025757, -2.1818461418151855, -1.652873158454895, -2.630606174468994, 0.4008958041667938, -4.1219377517700195, 3.2042224407196045, -1.2947001457214355, 1.8172348737716675, 0.5147706270217896, -1.2447526454925537, -1.3043650388717651, 3.081866502761841, -2.758211135864258, -1.7567921876907349, -3.917393922805786, -0.1952626258134842, -1.5716307163238525, -0.8553956747055054, -2.3241052627563477, -0.9667771458625793, -2.0765926837921143, -1.0035600662231445, -1.7451722621917725, -5.458210468292236, -4.251330852508545, 1.1111488342285156, -1.8060929775238037]"
12.84,17.85,8.29,38.98,"[1.6787300109863281, -0.16887590289115906, -3.6387743949890137, -0.7129348516464233, 0.2447367161512375, -2.07051157951355, -2.2269186973571777, -0.3993499279022217, -0.19220080971717834, -0.9689998030662537, 2.9686977863311768, 1.4083982706069946, -1.1139767169952393, -1.588253140449524, -0.003295093309134245, -1.1775412559509277, -0.05288400501012802, 1.463976263999939, -1.0757170915603638, -1.550968050956726, -0.311674028635025, 1.3901551961898804, -3.3822779655456543, -2.1397910118103027, 2.8950791358947754, 1.0403316020965576, 0.13720719516277313, -2.144289970397949, -0.5724397897720337, 0.27739253640174866, 2.7532882690429688, 4.459504127502441, -0.4384867250919342, 1.5744513273239136, 2.93945050239563, 1.1696569919586182, -0.4706934690475464, -3.19722843170166, 2.5239880084991455, -1.601805567741394, 1.092970609664917, -0.6723040342330933, -0.66549152135849, -1.4461179971694946, 2.6862852573394775, -0.09744331985712051, 0.3027040660381317, 3.324294328689575, -2.154291868209839, -0.6252136826515198]"
2.01,13.02,10.39,25.42,"[2.000247001647949, -0.4828242361545563, -2.2358057498931885, 0.14028948545455933, -2.875335216522217, 1.242643117904663, -6.8656840324401855, -0.7753354907035828, 1.1957589387893677, -4.245981216430664, -0.594713032245636, -0.47408977150917053, 1.5026310682296753, -3.8082821369171143, -2.694265842437744, 1.1210877895355225, 0.8604151010513306, 3.4151554107666016, -1.2437242269515991, 2.1896846294403076, -3.9355976581573486, 1.9334361553192139, 2.059706687927246, 6.380873680114746, -1.6361794471740723, 0.25198858976364136, -4.555403709411621, -5.992386817932129, 1.7230740785598755, -1.3012346029281616, 3.193777322769165, -0.9304805994033813, 1.5957576036453247, -1.1872880458831787, -0.03282984346151352, 3.370007276535034, 1.3233120441436768, 1.1349276304244995, 4.10007381439209, 0.08009873330593109, 2.715742588043213, -3.6592938899993896, -0.42658162117004395, -4.383513450622559, -2.489790678024292, -1.1043004989624023, 2.917459726333618, 0.2018384039402008, 0.8631389141082764, -2.2254104614257812]"
5.39,17.81,8.15,31.47,"[-1.8867369890213013, 3.781432628631592, 0.5688560605049133, -1.513789415359497, 3.1470744609832764, -1.9289891719818115, -1.3187706470489502, -0.6963880062103271, -4.310842037200928, 5.049288749694824, 1.8602485656738281, 1.8610860109329224, -2.204338550567627, 2.931810140609741, 1.862847089767456, -4.759759902954102, 1.3084640502929688, 4.256567478179932, -2.388930559158325, 1.73112952709198, 3.236531972885132, -2.712709903717041, -1.5698845386505127, -4.400363922119141, 0.7528647780418396, 0.411934494972229, 0.1218366026878357, -2.1279032230377197, 1.7726073265075684, -1.261757493019104, -2.3761162757873535, 3.675248146057129, -3.885181427001953, -2.292829990386963, -0.666549026966095, -1.7037954330444336, -1.9096601009368896, -1.0387279987335205, -4.574863910675049, -2.6170241832733154, -2.2444870471954346, -0.355570912361145, 0.06276509165763855, -0.8313280940055847, -0.5081441402435303, -0.21430334448814392, 1.6908046007156372, -3.0899295806884766, 0.7671898007392883, -2.2096409797668457]"
4.64,16.47,7.88,28.98,"[-2.486875057220459, 1.7780516147613525, -0.9334147572517395, -3.915520429611206, 3.3269107341766357, -2.626572370529175, 0.1733236014842987, 1.9550458192825317, -6.082833766937256, 4.218822002410889, 0.2043357938528061, 2.1925103664398193, -2.596682071685791, 1.3669484853744507, 0.5720493793487549, -2.967264175415039, -0.6011875867843628, 1.527424693107605, -1.9014408588409424, 0.29586362838745117, -1.0036389827728271, -0.8074841499328613, -2.351897954940796, -4.597772598266602, 0.6362178921699524, -0.1300024688243866, -0.28787657618522644, 0.8017540574073792, -0.07427187263965607, -3.733518123626709, -0.7158681750297546, 3.0193629264831543, -3.2506637573242188, -0.7407156825065613, -2.289858341217041, 0.24495722353458405, -0.14570148289203644, -2.7422282695770264, -2.5959160327911377, -3.354689359664917, -2.817230701446533, -0.30240410566329956, -0.44646137952804565, -0.1801251918077469, 1.6144912242889404, 2.664320468902588, 2.130370855331421, -0.766250729560852, 0.12676946818828583, -0.8900042772293091]"
4.7,16.42,7.89,29.01,"[-2.5355887413024902, 2.0524191856384277, -1.259446620941162, -3.6019277572631836, 2.815040111541748, -2.6461403369903564, 0.6655477285385132, 1.2015169858932495, -6.007016181945801, 4.772480487823486, -0.15377697348594666, 2.9257748126983643, -2.5468945503234863, 2.191021680831909, 1.7456704378128052, -4.711472034454346, -0.8355181813240051, 1.4404046535491943, -2.6281135082244873, -0.1993759572505951, -0.8979060053825378, 0.06989125162363052, -2.0461838245391846, -4.913765907287598, 1.0172823667526245, 0.23076769709587097, -0.8563869595527649, 0.7963486909866333, -0.5298795700073242, -3.1361563205718994, -0.8247421383857727, 1.5844765901565552, -2.8523736000061035, -0.7370412349700928, -3.0646004676818848, 0.7368029952049255, -0.7335265874862671, -1.2698354721069336, -3.50032114982605, -3.326889753341675, -1.2768332958221436, -1.2203882932662964, 0.1129409447312355, -0.03780943900346756, 1.2707432508468628, 2.3437182903289795, 1.8361879587173462, -0.5962485074996948, 0.5215175151824951, -1.5333095788955688]"
4.81,16.39,8.05,29.26,"[-1.8874239921569824, 0.6934916973114014, -0.5780742168426514, -4.08700704574585, 3.0832245349884033, -2.618213415145874, 0.8275579214096069, 1.2818855047225952, -5.273190975189209, 4.075481414794922, 0.0022151516750454903, 2.381085157394409, -2.588421583175659, 0.727308452129364, 0.596952497959137, -4.194791316986084, -0.5566515922546387, 1.8841845989227295, -2.813405990600586, -0.02193562313914299, -1.2184687852859497, -0.10211281478404999, -2.3135499954223633, -4.050817012786865, 1.655253291130066, 0.8188029527664185, -0.8518120050430298, 0.031476594507694244, -0.47390201687812805, -3.073643922805786, -0.7069392800331116, 1.5492020845413208, -1.9803612232208252, 0.04851747676730156, -2.146570920944214, 1.0268419981002808, -1.5627670288085938, -0.5056493282318115, -3.0165159702301025, -2.8213789463043213, -0.35073375701904297, -0.2817920446395874, -0.34484562277793884, -0.9434046745300293, 0.7822261452674866, 2.415860891342163, 1.5243968963623047, -0.42526474595069885, 0.49787619709968567, -0.8556222915649414]"
2.06,9.33,5.14,16.72,"[-1.4612183570861816, 0.31331777572631836, -0.7209116220474243, 2.1183488368988037, -2.4635937213897705, -0.3942050039768219, -1.9820276498794556, -2.105520248413086, -0.6513682007789612, -0.009214142337441444, 1.7149395942687988, 2.4142158031463623, 0.9199224710464478, -2.4886221885681152, -1.5733468532562256, 2.9756886959075928, -1.4991364479064941, 1.7264810800552368, -0.695721447467804, -1.0087345838546753, 1.1446638107299805, 0.5080441236495972, 1.1799163818359375, -2.488652229309082, -2.133821964263916, -0.9436244368553162, -0.839047372341156, -1.8984829187393188, 4.001864910125732, -2.1340160369873047, 1.3053969144821167, -1.7777572870254517, -2.398627281188965, 1.5124711990356445, 0.8464939594268799, -0.2754908502101898, -2.0327484607696533, 0.4942154288291931, 0.9573314189910889, -0.8913620710372925, -1.5639097690582275, -4.632723331451416, 2.2494800090789795, -3.433574676513672, -3.6880970001220703, -2.013404369354248, -4.6740522384643555, 0.4990726113319397, 6.126622676849365, 0.2620247006416321]"
1.95,8.3,5.16,15.41,"[-0.818152666091919, -0.8122134804725647, -0.5999765992164612, 2.4255075454711914, -2.86267352104187, -0.28765684366226196, -1.6594855785369873, -2.391490936279297, -1.15068781375885, 0.34167149662971497, 1.0350590944290161, 3.1491875648498535, 1.3991823196411133, -2.2332684993743896, -1.2528870105743408, 4.47141695022583, -2.345994472503662, 2.9509470462799072, -0.6829522848129272, -1.4767365455627441, 0.5494176149368286, 1.849910855293274, 1.8665871620178223, -1.0614434480667114, -2.7168965339660645, -1.5966194868087769, -1.0242704153060913, -2.585951805114746, 4.2017436027526855, -2.8872954845428467, 1.4477670192718506, -3.442042589187622, -3.08474063873291, 1.2131818532943726, 0.6395211815834045, -0.5177526473999023, -1.1818866729736328, -0.19394290447235107, 0.5629313588142395, 0.09683506190776825, -2.859712839126587, -6.123029708862305, 2.2086002826690674, -2.2882261276245117, -2.589662551879883, -2.0291409492492676, -4.788401126861572, 0.42808589339256287, 6.385835647583008, 0.41525211930274963]"
1.99,7.63,5.34,14.95,"[-0.47305870056152344, -0.6081979274749756, -0.6679069995880127, 1.1137205362319946, -3.052469491958618, 0.5222051739692688, -2.123481273651123, -2.4903810024261475, -0.9533119201660156, 1.307615041732788, 0.5717944502830505, 3.205437421798706, 0.9011656045913696, -2.2928919792175293, -2.904869556427002, 4.972755432128906, -1.811110019683838, 2.697610855102539, -0.811237633228302, -1.1376367807388306, -0.39716389775276184, 2.041511297225952, 2.0164554119110107, -2.3528189659118652, -3.2014520168304443, -1.7292283773422241, -1.357346773147583, -2.029733657836914, 4.723589897155762, -4.006314277648926, 1.8392351865768433, -3.2494771480560303, -3.667343854904175, 0.8912521600723267, 1.537711501121521, -1.6422282457351685, -1.5960243940353394, -0.052866727113723755, 2.2868752479553223, -1.157048225402832, -2.0843451023101807, -5.353494167327881, 2.952770233154297, -3.9243032932281494, -1.5341907739639282, -2.250969886779785, -3.9204745292663574, 0.16194365918636322, 5.546833515167236, -0.5690693259239197]"
2.13,7.58,5.06,14.77,"[-0.15786078572273254, -0.9410327672958374, -1.1431424617767334, 1.8417359590530396, -1.581115484237671, 1.6362498998641968, -0.8932324051856995, -2.7744626998901367, -1.3939770460128784, 0.9623151421546936, 0.6632903218269348, 2.7661073207855225, 0.7541589140892029, -2.7149806022644043, -2.3977701663970947, 4.757384300231934, -2.2555136680603027, 0.7254440188407898, -1.1370038986206055, -2.048278331756592, -0.022141214460134506, 2.171717643737793, 2.4302754402160645, -1.2441781759262085, -1.9881724119186401, -0.7594508528709412, -1.5200340747833252, -1.964372992515564, 3.9177560806274414, -2.6630208492279053, 1.9514527320861816, -2.6367642879486084, -3.5813262462615967, 0.8219165205955505, 1.4511067867279053, -1.3750898838043213, -2.1612155437469482, 0.16334228217601776, 1.452932357788086, -0.628396213054657, -2.9412715435028076, -3.678966522216797, 2.8563125133514404, -3.3563249111175537, -1.7295629978179932, -1.6261403560638428, -4.566082954406738, -0.04006173834204674, 4.844293594360352, 1.151792049407959]"
2.14,7.6,5.63,15.35,"[-1.600203514099121, 2.775822162628174, -2.5243070125579834, 1.635353684425354, -0.6951720118522644, 0.24591833353042603, 0.43739375472068787, 1.631134033203125, -3.316455364227295, -0.29092535376548767, 1.1492303609848022, 2.1342124938964844, -3.0683109760284424, -0.49835890531539917, -1.9670464992523193, -0.2871640622615814, -0.4513511657714844, 1.415406584739685, 4.00542688369751, -1.0039736032485962, -1.235965371131897, -1.670541524887085, 1.4840078353881836, -1.7111784219741821, 3.7656702995300293, -3.5372579097747803, -1.1954982280731201, -1.810533881187439, 1.5243548154830933, -3.981341600418091, 1.5586591958999634, 1.1545264720916748, 1.1455965042114258, 0.2779238224029541, -2.1753320693969727, -0.9498270153999329, -2.37530255317688, 1.4997154474258423, -1.509688138961792, -1.0091938972473145, -0.4050026834011078, -2.3264873027801514, -0.22691717743873596, -6.179739952087402, -4.106796741485596, -1.0239152908325195, -4.604706287384033, -0.8395057320594788, 2.915862560272217, -2.4338154792785645]"
2.08,7.36,5.49,14.92,"[-1.1925652027130127, 1.7887803316116333, -2.353355646133423, 1.0714690685272217, -0.305619478225708, -0.49197494983673096, -0.27328142523765564, 1.1758455038070679, -2.927794933319092, -0.6580415368080139, 0.5416109561920166, 2.210960865020752, -3.485461711883545, -0.9288455843925476, -1.176570177078247, -0.7630636692047119, -0.8013495206832886, 1.6751925945281982, 2.7412662506103516, -1.1248799562454224, -1.9272090196609497, -1.0689929723739624, 0.33243876695632935, -1.9991633892059326, 2.926241636276245, -2.9786787033081055, -1.9859274625778198, -1.7847340106964111, 3.1318776607513428, -3.386035442352295, 0.8095848560333252, 1.1479092836380005, 0.750862181186676, -0.24517129361629486, -3.2559268474578857, -1.1294095516204834, -2.381915330886841, 2.0485830307006836, -1.8042315244674683, -0.14697422087192535, -0.10547834634780884, -1.6055796146392822, 0.14037030935287476, -6.818638324737549, -3.636327028274536, -1.672616720199585, -3.827033758163452, 0.32789087295532227, 3.931007146835327, -1.8611068725585938]"
2.03,7.19,5.39,14.61,"[-0.7363400459289551, 1.2077175378799438, -2.1601240634918213, 0.9104111790657043, -0.4685831665992737, -0.896445631980896, 0.03957385942339897, 0.9276993870735168, -2.9219653606414795, 0.7340142726898193, -0.34770554304122925, 2.5303502082824707, -3.99333119392395, -1.8206393718719482, -1.4066262245178223, 0.058014124631881714, -0.36217740178108215, 1.5139944553375244, 3.6895864009857178, -1.1218317747116089, -3.0737216472625732, -1.1026469469070435, 0.7344576716423035, -2.7473063468933105, 2.992884635925293, -2.6898844242095947, -2.3733115196228027, -1.4247708320617676, 3.5325207710266113, -3.366734266281128, 0.6166183948516846, 0.7242085337638855, -0.2552295923233032, -0.7449873685836792, -3.7097294330596924, -1.3750187158584595, -1.6245051622390747, 2.2694125175476074, -1.5030077695846558, -0.47103554010391235, 0.43256592750549316, -0.6633617281913757, 0.11826794594526291, -6.757130146026611, -3.2425003051757812, -0.9497184753417969, -4.314375877380371, -0.6227110624313354, 3.6287403106689453, -0.7173736095428467]"
1.94,7.35,5.33,14.61,"[-0.8693408370018005, 1.6390243768692017, -2.1731700897216797, 0.3939899206161499, -1.5253366231918335, -1.0977760553359985, 0.39300692081451416, 0.9457445740699768, -3.817728042602539, 0.7071881294250488, -0.27511298656463623, 2.9867191314697266, -3.641559362411499, -2.0552501678466797, -1.4514460563659668, -0.1980654001235962, -0.8853473663330078, 1.3408403396606445, 4.27576208114624, -0.7369837164878845, -2.667790651321411, -0.9642785787582397, 0.6254306435585022, -3.170081377029419, 3.079501152038574, -2.778432846069336, -2.0922322273254395, -0.5864099860191345, 3.4749159812927246, -3.693678617477417, 0.9686098098754883, 1.70866060256958, 0.022838586941361427, -0.46678343415260315, -3.696140766143799, -1.0051697492599487, -1.8312222957611084, 2.193343162536621, -1.4772483110427856, -1.6421819925308228, 0.4341122508049011, -1.5365649461746216, -0.31288987398147583, -7.256222724914551, -4.016279697418213, -0.3337187170982361, -4.484793186187744, -0.8421452641487122, 4.331915855407715, -1.402371883392334]"
1.66,6.82,5.74,14.19,"[-2.76112699508667, 1.1040005683898926, 0.09051629900932312, -1.7924891710281372, -2.376772880554199, -1.8232039213180542, 1.3448436260223389, -1.355694055557251, -5.280940532684326, 2.5948288440704346, 2.823183298110962, 5.373117923736572, -0.8577572107315063, -1.4695024490356445, 1.2674809694290161, 0.13990944623947144, 1.4207258224487305, -1.1252328157424927, -0.04232615604996681, 1.2073614597320557, -2.897265911102295, 3.7204856872558594, 1.2163805961608887, -2.648658275604248, 1.6990970373153687, -1.1288201808929443, -4.45487117767334, -2.072373151779175, 1.4695178270339966, -3.784438133239746, 3.315772771835327, -1.7578182220458984, -2.931201934814453, 3.2335073947906494, 1.348142385482788, 0.790050208568573, -2.315673589706421, 2.132382392883301, 1.9671967029571533, 0.598820686340332, 0.08449579775333405, -4.79258918762207, 3.5746212005615234, -2.8060338497161865, -5.351413249969482, 1.5722646713256836, -3.1383111476898193, 2.2168922424316406, 5.462989330291748, -2.156735897064209]"
1.68,6.9,5.86,14.46,"[-2.3935320377349854, -0.18588869273662567, 0.693112850189209, -0.6176178455352783, -2.0503337383270264, -1.2579995393753052, 1.1946136951446533, -1.2720099687576294, -4.154714107513428, 3.052049160003662, 2.4132940769195557, 4.694824695587158, -1.6428256034851074, -0.8203935623168945, 0.39545056223869324, -1.0447174310684204, 0.4152829349040985, -0.4899556338787079, 0.5719218254089355, -1.2965296506881714, -2.68507719039917, 4.716057300567627, 2.0757977962493896, -3.794938087463379, 1.684805989265442, -2.0129427909851074, -4.666871070861816, -1.7436306476593018, 2.3671483993530273, -4.104958534240723, 1.5219041109085083, -3.584820032119751, -3.4719960689544678, 1.2940062284469604, 1.0464389324188232, -1.1414328813552856, -2.092249870300293, 1.4279792308807373, 1.8501973152160645, 1.517175316810608, -0.24298442900180817, -4.878864288330078, 2.8007774353027344, -2.490800380706787, -3.4517996311187744, 1.3785576820373535, -1.241796612739563, 2.056036949157715, 5.969889163970947, -0.8690462112426758]"
1.16,7.46,5.05,13.66,"[-2.4982972145080566, -0.25367650389671326, -0.06708524376153946, 0.04845904931426048, -2.545522451400757, -1.3472257852554321, 0.9273337721824646, -1.988297939300537, -4.239233493804932, 4.243860721588135, 2.7686386108398438, 5.315371036529541, -2.4791276454925537, 0.21094423532485962, 1.147562861442566, 0.3066408336162567, 0.29960542917251587, -0.8214691281318665, 0.37379568815231323, -1.3106683492660522, -1.554700493812561, 4.544769287109375, 2.8685286045074463, -4.695323467254639, 0.2307245284318924, -1.7447198629379272, -3.8793466091156006, -2.239201545715332, 2.1068875789642334, -2.761584520339966, 1.9622102975845337, -3.5707409381866455, -3.887270450592041, 1.3470255136489868, 1.2508691549301147, -1.1698766946792603, -1.5815926790237427, 0.7826851606369019, 1.8990439176559448, 0.865928053855896, -0.975121259689331, -4.534206867218018, 2.9536640644073486, -1.5172066688537598, -3.0139341354370117, 0.7382948994636536, -2.5525999069213867, 1.642552375793457, 5.508869171142578, -0.5619251132011414]"
1.55,9.07,12.95,23.58,"[-2.1537890434265137, -0.7975789904594421, -1.0005178451538086, 2.5677452087402344, 0.5553438663482666, 1.2155332565307617, -2.3643858432769775, -1.4353468418121338, -1.0230772495269775, -0.7038410902023315, 1.5661814212799072, 3.00235652923584, -0.918274462223053, 0.7629600763320923, 0.8748078346252441, 1.1882421970367432, -0.4446137547492981, 3.394123077392578, 0.04594375565648079, 3.0019946098327637, -1.3664811849594116, -1.2571345567703247, -1.5448726415634155, 3.479921817779541, 1.2018815279006958, 0.29704979062080383, -1.1962060928344727, -4.191691875457764, -0.8776611685752869, -1.1702955961227417, 2.92535138130188, 2.53289794921875, -4.790700435638428, -1.2709707021713257, -0.49062496423721313, -0.9747388362884521, -3.0958383083343506, -0.27183201909065247, 1.1000090837478638, 1.2570040225982666, 1.5683567523956299, 0.6740865111351013, 1.1563293933868408, -2.2324533462524414, 3.335331916809082, 0.28864553570747375, 0.40428635478019714, 0.21712863445281982, 1.196659803390503, -2.6488473415374756]"
1.55,9.16,12.09,22.8,"[-1.5905721187591553, 1.9044095277786255, -2.10798716545105, 1.1914596557617188, -0.7298276424407959, 2.9649031162261963, -2.550813913345337, -1.611263394355774, -0.25934168696403503, -3.140730857849121, -2.913865804672241, -2.115130662918091, -4.17335319519043, -1.5064494609832764, -2.818035125732422, -0.5664004683494568, -0.300409734249115, 1.9623968601226807, -0.06167679280042648, 2.891524076461792, -1.1996384859085083, -4.074755668640137, -3.684039354324341, 5.610817909240723, 1.5567601919174194, -2.3590004444122314, -2.892561435699463, -5.909604549407959, -1.1035155057907104, -2.7798752784729004, 2.3845059871673584, 2.8765101432800293, -4.790926456451416, -3.501192331314087, -1.6041327714920044, -0.8109437823295593, -2.475428581237793, 2.3892745971679688, 0.9115929007530212, 3.989689588546753, 2.368872880935669, 2.091222047805786, 2.735368251800537, -3.4812309741973877, 4.587772846221924, -3.5130538940429688, 2.193943738937378, -0.4269944727420807, 1.3668620586395264, -3.3551485538482666]"
1.44,8.7,11.02,21.16,"[-1.7717550992965698, 1.7766501903533936, -2.4086194038391113, 1.5201929807662964, -0.7981014251708984, 3.253431797027588, -2.691298246383667, -1.8349992036819458, -0.3710688054561615, -3.4028849601745605, -2.9127676486968994, -2.3592467308044434, -4.099943161010742, -1.0936492681503296, -2.7276008129119873, -0.9660112261772156, 0.03282736986875534, 1.9898805618286133, 0.2256401777267456, 2.7255911827087402, -1.2862787246704102, -4.59580659866333, -4.341990947723389, 5.694617748260498, 0.9549910426139832, -2.1832001209259033, -2.991826057434082, -5.602221488952637, -1.385986566543579, -2.3055429458618164, 2.4022066593170166, 3.4469356536865234, -4.798171043395996, -3.5792958736419678, -2.0423102378845215, -0.7198339700698853, -2.26082444190979, 2.3451247215270996, 1.3167245388031006, 3.8257384300231934, 2.717210054397583, 2.395508050918579, 2.6395068168640137, -3.7430615425109863, 4.948421955108643, -3.649650812149048, 2.1264407634735107, -0.7650855779647827, 1.594648003578186, -3.1241564750671387]"
1.08,8.2,10.53,19.79,"[-1.695746660232544, 1.9191718101501465, -1.9161174297332764, 1.706629753112793, -1.0141321420669556, 2.9545350074768066, -2.8330869674682617, -2.1708927154541016, -0.35903769731521606, -3.4925589561462402, -2.425567150115967, -2.2441844940185547, -4.285916805267334, -1.1913909912109375, -3.0494515895843506, -0.558795154094696, -0.009979458525776863, 2.0280749797821045, 0.4174128472805023, 2.7690532207489014, -1.204153299331665, -3.956789255142212, -4.007105827331543, 5.783822536468506, 1.2628568410873413, -2.1534814834594727, -3.1184186935424805, -5.782010555267334, -1.5012246370315552, -2.3258402347564697, 2.4006459712982178, 3.2725794315338135, -4.857606887817383, -3.278440237045288, -1.7571877241134644, -0.915389895439148, -2.2709221839904785, 2.8409955501556396, 1.2870535850524902, 3.4357948303222656, 2.8581020832061768, 2.1578280925750732, 2.5126566886901855, -3.3662149906158447, 4.643405914306641, -3.626565456390381, 1.9874311685562134, -0.8238580226898193, 1.9461122751235962, -2.9328339099884033]"
14.94,13.61,14.67,42.77,"[-2.626741409301758, 1.1234055757522583, 0.03679531440138817, 1.975813627243042, -1.155590534210205, -2.4375011920928955, -3.4871633052825928, -1.1090623140335083, -3.234138011932373, 1.7988158464431763, 1.8589587211608887, -0.17260248959064484, 0.8641518354415894, -3.068873643875122, 1.5629416704177856, 3.8989369869232178, -5.854989528656006, 3.8373823165893555, -0.6978182196617126, 0.5974917411804199, 2.756059169769287, -3.649451494216919, 1.2228916883468628, -1.3353747129440308, -2.025705099105835, -2.8803822994232178, 3.012474298477173, -1.3365508317947388, 0.9161633849143982, -0.07833205163478851, 3.3746280670166016, 3.800013303756714, -0.2971452474594116, -3.727452278137207, 2.6219139099121094, -0.9452755451202393, -2.432708501815796, -4.069194316864014, -0.6973252296447754, -2.772676467895508, -1.488126277923584, -3.9122705459594727, -1.8826786279678345, 0.24231885373592377, -0.6442254781723022, -2.5862767696380615, -5.667415618896484, -4.640889644622803, 0.5297338366508484, -2.1745903491973877]"
